D:/Xiaoying/paper/icassp2023/wavs/430-20190409_0657c6c2650d494db1ff494938fe315d.wav	0.6	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190316_fafa40d87bb64550ae9888287e6ebeb2.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191219_3f60582ef09c4faaa93f2fa4c86e3d75.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190726_2143553d206e4e7c8a31e5aa68ff7484.wav	0.6666667	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190319_995e016a881244d6996326eefa87d48e.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190627_d43cfa1ea5d7491bab102f85b6751e8c.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190716_62aca301d12c48d291ad0ee21ea016af.wav	0.8666667	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190708_c156534b43c945c1994e755bbbf2efc7.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191222_fbdb2086a39c49c0bd54cd625e0d5214.wav	1	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190623_7f6d74d4442c4e8faaf9ee181c3d21e3.wav	0.46666667	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190805_d024152d785b446ebdefdc1314d30191.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190428_655fc3d0b81b437280c64d96e750ac8f.wav	0.6	2
D:/Xiaoying/paper/icassp2023/wavs/430-20191226_b4a9cf0cd57041fbae590a19550f2056.wav	0.8666667	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190126_982ea074554e400fbbe18f20f5ee765e.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190316_3b6a77f608c6450a8b4462a84baf93ca.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190421_f65b0d413f0f42d5b17c389fd692d2f5.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191204_29bc6b84b9c64c18add1f1840b4f0dd4.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190719_bf61a058db8c443c919470d42b7e3fdf.wav	0.6	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190930_8c431ee7600640e291a84fb05a094d75.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190216_d20d5ee899094232accf8dc4b0b67ebb.wav	0.53333336	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190404_d313ddb607794516814c3091e435af50.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190921_4f5884b21a124302aa3b5198965b761e.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190703_18260f86baaa46a583bf40be4311d36d.wav	0.6666667	2
D:/Xiaoying/paper/icassp2023/wavs/430-20191223_1e09ee7d41c94c69a899a540ebcf137d.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190415_6d24dc2a592e4f29a6f177b8491b9890.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191024_e59a0fa5913948838015992c14f9b4cb.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20200110_e4f19f410dba44f99af88c98c049944e.wav	0.6666667	2
D:/Xiaoying/paper/icassp2023/wavs/430-20190316_a847a12fae3e470997dbc515b42c2e41.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190512_64aecc4497d947ad97e3a673133ee805.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191231_5bc6acd00bc64270851641409b118eae.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190403_35bd33b466e948799b7c7446b422533f.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190402_9d5fac9b76184fe5b3fb144ed5ba1c45.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190203_2195f16db65c43b5aee65b3ba9859953.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190409_214f10f8b0264952815d8b7858035da3.wav	1	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190408_0032cb2358564da9b91d68de16c4d0a0.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190316_7319f18cb3234726a570c7d88b724a01.wav	0.8666667	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190217_f086e4cb27b94f9b93bdb3a6c694e985.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191109_4b75fa2031904102968cf8003e30f302.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190323_caa69122bea642c8ac22f0d6887e4db9.wav	0.8666667	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190806_6b81aaf2b01b4a53b17873cf5689dd0d.wav	0.6666667	2
D:/Xiaoying/paper/icassp2023/wavs/430-20191221_2035dd113ef6488ebe9979eb1cdf60c3.wav	-1	-1
D:/Xiaoying/paper/icassp2023/wavs/430-20191030_22100156c11c42798dd57f2b45df1d40.wav	0.73333335	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190215_bcc3dc8b0c904d2783c596eea14353af.wav	1	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190221_d93c9132b11c40cf9b1cdb1f6363527c.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20191212_2acf0587a749469d858a581d4c4d6a3f.wav	0.8	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190703_0f0a80ac733c49af9f768eb10d2a383e.wav	0.93333334	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190103_c586c8e909df4a7eae7ee859ebf23df8.wav	0.8666667	3
D:/Xiaoying/paper/icassp2023/wavs/430-20190328_bafe24f1ba7241969d80b3e019110187.wav	0.8666667	3
